ID,atkId_Bullet,sfxId_Bullet,sfxId_Hit,sfxId_Flick,life,dist,shootInterval,gravityInRange,gravityOutRange,hormingStopRange,initVellocity,accelInRange,accelOutRange,maxVellocity,minVellocity,accelTime,homingBeginDist,hitRadius,hitRadiusMax,spreadTime,expDelay,hormingOffsetRange,dmgHitRecordLifeTime,externalForce,spEffectIDForShooter,autoSearchNPCThinkID,HitBulletID,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,numShoot,homingAngle,shootAngle,shootAngleInterval,shootAngleXInterval,damageDamp,spelDamageDamp,fireDamageDamp,thunderDamageDamp,staminaDamp,knockbackDamp,shootAngleXZ,lockShootLimitAng,pad2,prevVelocityDirRate,atkAttribute,spAttribute,Material_AttackType,Material_AttackMaterial,isPenetrateChr,isPenetrateObj,pad,launchConditionType,FollowType,EmittePosType,isAttackSFX,isEndlessHit,isPenetrateMap,isHitBothTeam,isUseSharedHitList,isUseMultiDmyPolyIfPlace,isHitOtherBulletForceEraseA,isHitOtherBulletForceEraseB,isHitForceMagic,isIgnoreSfxIfHitWater,isIgnoreMoveStateIfHitWater,isHitDarkForceMagic,dmgCalcSide,isEnableAutoHoming,isSyncBulletCulcDumypolyPos,isOwnerOverrideInitAngle,isInheritSfxToChild,darkDamageDamp,bulletSfxDeleteType_byHit,bulletSfxDeleteType_byLifeDead,targetYOffsetRange,shootAngleYMaxRandom,shootAngleXMaxRandom,intervalCreateBulletId,intervalCreateTimeMin,intervalCreateTimeMax,predictionShootObserveTime,intervalCreateWaitTime,sfxPostureType,createLimitGroupId,pad5,isInheritSpeedToChild,isDisableHitSfx_byChrAndObj,isCheckWall_byCenterRay,isHitFlare,isUseBulletWallFilter,pad1,isNonDependenceMagicForFunnleNum,isAiInterruptShootNoDamageBullet,randomCreateRadius,followOffset_BaseHeight,assetNo_Hit,lifeRandomRange,homingAngleX,ballisticCalcType,attachEffectType,seId_Bullet1,seId_Bullet2,seId_Hit,seId_Flick,howitzerShootAngleXMin,howitzerShootAngleXMax,howitzerInitMinVelocity,howitzerInitMaxVelocity,sfxId_ForceErase,bulletSfxDeleteType_byForceErase,pad3,followDmypoly_forSfxPose,followOffset_Radius,spBulletDistUpRate,nolockTargetDist,pad4
10682002,68200,-1,530172,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.3,-1,0,0,0,0.5,0,0,0,10682003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682003,68200,-1,530172,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.3,-1,0,0,0,0.5,0,0,0,10682004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682004,68200,-1,530172,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.3,-1,0,0,0,0.5,0,0,0,10682005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682005,68200,-1,530172,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.3,-1,0,0,0,0.5,0,0,0,10682006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682006,68200,-1,530172,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.3,-1,0,0,0,0.5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682050,68205,-1,530177,-1,0.1,0.5,0,100,999,1,20,0,0,80,20,0,1,0.05,-1,0,0,0,0.5,0,0,0,10682051,0,0,0,0,0,5,0,-24,12,0,0,0,0,0,0,0,-30,50,System.Byte[],0,254,254,254,254,1,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682051,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682052,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682053,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682054,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682055,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682056,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682057,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682058,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682059,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682060,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682061,68205,-1,530177,-1,0.07,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,10682062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10682062,68205,-1,530177,-1,0.2,0,0,800,800,1,40,0,0,80,40,0,1,0.5,-1,0,0,0,0.5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-40,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683000,68300,-1,-1,-1,0.35,0,0,800,800,1,80,0,0,80,80,0,1,0.3,-1,0,0,0,9999,0,0,0,10683001,0,0,0,0,0,12,0,0,30,0,0,0,0,0,0,0,-30,50,System.Byte[],0,254,254,254,254,1,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683001,68300,530211,-1,-1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,9999,0,0,0,10683002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683002,68300,-1,-1,-1,0.07,0,0,800,800,1,80,0,0,80,80,0,1,0.3,-1,0,0,0,9999,0,0,0,10683003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-50,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683003,68300,530211,-1,-1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,9999,0,0,0,10683004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683004,68300,-1,-1,-1,0.07,0,0,800,800,1,80,0,0,80,80,0,1,0.3,-1,0,0,0,9999,0,0,0,10683005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-50,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683005,68300,530211,-1,-1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,9999,0,0,0,10683006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683006,68300,-1,-1,-1,0.07,0,0,800,800,1,80,0,0,80,80,0,1,0.3,-1,0,0,0,9999,0,0,0,10683007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-50,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10683007,68300,530211,-1,-1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,9999,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,1,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10686000,68600,-1,-1,-1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,10686001,1686000,1686001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10686001,68600,-1,-1,-1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1686002,1686003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690000,69000,525502,525503,-1,0.77,30,0,0,0,0,30,0,0,30,30,0,0,0.1,-1,0,0,0,2,0,0,0,10690001,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,30,System.Byte[],0,254,254,254,254,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690001,1,-1,-1,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,10690002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690002,69001,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,10690003,0,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690003,69001,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,10690004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690004,69001,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690050,0,525507,525508,-1,0.77,30,0,0,0,0,30,0,0,30,30,0,0,0.1,-1,0,0,0,0,0,0,0,10690051,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,30,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,1,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690051,69005,525509,-1,-1,0.06,10,0,0,0,0,0,0,0,0,0,0,0,1.3,-1,0,0,0,1,0,0,0,10690052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,System.Byte[],0,254,254,254,254,1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690052,69005,-1,-1,-1,0.1,10,0,0,0,0,150,0,0,150,150,0,0,0.5,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,System.Byte[],0,254,254,254,254,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10690053,0.05,0.05,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690053,1,-1,-1,-1,0.1,10,0,999,999,0,10,0,0,999,999,0,0,0.1,-1,0,0,0,1,0,0,0,10690054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690054,1,-1,-1,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,10690055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690055,69006,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,10690056,0,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690056,69006,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,10690057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690057,69006,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,10690058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690058,69006,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,10690059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10690059,69006,-1,525503,-1,0.2,0.2,0,80,150,0,15,0,0,15,0,0,0,0.5,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10691000,1,-1,-1,-1,0.1,12,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,1,0,0,0,10691001,0,0,0,0,0,4,0,135,90,0,0,0,0,0,0,0,40,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
10691001,1,-1,-1,-1,0.3,12,0,0,0,0,10,0,0,10,10,0,0,0.1,-1,0,0,0,1,0,0,0,10691002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10691010,0.15,0.25,0,0.05,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
